"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","stimulus","response","word","type","question_order"
"","null","html-keyboard-response","50","2.0.0","99746","p0kqwtb8qfg","jaguar","<p>ink</p>","null","","",""
"","null","html-keyboard-response","51","2.0.0","100748","p0kqwtb8qfg","jaguar","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","52","2.0.0","102251","p0kqwtb8qfg","jaguar","<p>funeral</p>","null","","",""
"","null","html-keyboard-response","53","2.0.0","104253","p0kqwtb8qfg","jaguar","<h3>List 3 </h3>","null","","",""
"","null","html-keyboard-response","54","2.0.0","105256","p0kqwtb8qfg","jaguar","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","55","2.0.0","106758","p0kqwtb8qfg","jaguar","<p>ire</p>","null","","",""
"","null","html-keyboard-response","56","2.0.0","107760","p0kqwtb8qfg","jaguar","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","57","2.0.0","109263","p0kqwtb8qfg","jaguar","<p>mad</p>","null","","",""
"","null","html-keyboard-response","58","2.0.0","110265","p0kqwtb8qfg","jaguar","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","59","2.0.0","111767","p0kqwtb8qfg","jaguar","<p>mean</p>","null","","",""
"","null","html-keyboard-response","60","2.0.0","112770","p0kqwtb8qfg","jaguar","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","61","2.0.0","114272","p0kqwtb8qfg","jaguar","<p>wrath</p>","null","","",""
"","null","html-keyboard-response","62","2.0.0","115274","p0kqwtb8qfg","jaguar","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","63","2.0.0","116777","p0kqwtb8qfg","jaguar","<p>fight</p>","null","","",""
"","null","html-keyboard-response","64","2.0.0","117779","p0kqwtb8qfg","jaguar","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","65","2.0.0","119281","p0kqwtb8qfg","jaguar","<p>fear</p>","null","","",""
"","null","html-keyboard-response","66","2.0.0","120283","p0kqwtb8qfg","jaguar","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","67","2.0.0","121786","p0kqwtb8qfg","jaguar","<p>happy</p>","null","","",""
"","null","html-keyboard-response","68","2.0.0","122788","p0kqwtb8qfg","jaguar","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","69","2.0.0","124290","p0kqwtb8qfg","jaguar","<p>rage</p>","null","","",""
"","null","html-keyboard-response","70","2.0.0","125292","p0kqwtb8qfg","jaguar","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","71","2.0.0","126795","p0kqwtb8qfg","jaguar","<p>temper</p>","null","","",""
"","null","html-keyboard-response","72","2.0.0","127797","p0kqwtb8qfg","jaguar","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","73","2.0.0","129300","p0kqwtb8qfg","jaguar","<p>fury</p>","null","","",""
"","null","html-keyboard-response","74","2.0.0","130302","p0kqwtb8qfg","jaguar","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","75","2.0.0","131804","p0kqwtb8qfg","jaguar","<p>hatred</p>","null","","",""
"","null","html-keyboard-response","76","2.0.0","132806","p0kqwtb8qfg","jaguar","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","77","2.0.0","134309","p0kqwtb8qfg","jaguar","<p>hate</p>","null","","",""
"","null","html-keyboard-response","78","2.0.0","136312","p0kqwtb8qfg","jaguar","<h3>List 4 </h3>","null","","",""
"","null","html-keyboard-response","79","2.0.0","137315","p0kqwtb8qfg","jaguar","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","80","2.0.0","138817","p0kqwtb8qfg","jaguar","<p>table</p>","null","","",""
"","null","html-keyboard-response","81","2.0.0","139820","p0kqwtb8qfg","jaguar","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","82","2.0.0","141322","p0kqwtb8qfg","jaguar","<p>stool</p>","null","","",""
"","null","html-keyboard-response","83","2.0.0","142325","p0kqwtb8qfg","jaguar","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","84","2.0.0","143827","p0kqwtb8qfg","jaguar","<p>desk</p>","null","","",""
"","null","html-keyboard-response","85","2.0.0","144830","p0kqwtb8qfg","jaguar","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","86","2.0.0","146332","p0kqwtb8qfg","jaguar","<p>cushion</p>","null","","",""
"","null","html-keyboard-response","87","2.0.0","147334","p0kqwtb8qfg","jaguar","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","88","2.0.0","148837","p0kqwtb8qfg","jaguar","<p>swivel</p>","null","","",""
"","null","html-keyboard-response","89","2.0.0","149840","p0kqwtb8qfg","jaguar","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","90","2.0.0","151342","p0kqwtb8qfg","jaguar","<p>wood</p>","null","","",""
"","null","html-keyboard-response","91","2.0.0","152344","p0kqwtb8qfg","jaguar","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","92","2.0.0","153846","p0kqwtb8qfg","jaguar","<p>sofa</p>","null","","",""
"","null","html-keyboard-response","93","2.0.0","154848","p0kqwtb8qfg","jaguar","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","94","2.0.0","156350","p0kqwtb8qfg","jaguar","<p>couch</p>","null","","",""
"","null","html-keyboard-response","95","2.0.0","157353","p0kqwtb8qfg","jaguar","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","96","2.0.0","158855","p0kqwtb8qfg","jaguar","<p>recliner</p>","null","","",""
"","null","html-keyboard-response","97","2.0.0","159858","p0kqwtb8qfg","jaguar","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","98","2.0.0","161362","p0kqwtb8qfg","jaguar","<p>seat</p>","null","","",""
"","null","html-keyboard-response","99","2.0.0","162364","p0kqwtb8qfg","jaguar","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","100","2.0.0","163867","p0kqwtb8qfg","jaguar","<p>sit</p>","null","","",""
"","null","html-keyboard-response","101","2.0.0","164870","p0kqwtb8qfg","jaguar","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","102","2.0.0","166372","p0kqwtb8qfg","jaguar","<p>legs</p>","null","","",""
"","null","html-keyboard-response","103","2.0.0","168374","p0kqwtb8qfg","jaguar","<h3>List 5 </h3>","null","","",""
"","null","html-keyboard-response","104","2.0.0","169377","p0kqwtb8qfg","jaguar","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","105","2.0.0","170879","p0kqwtb8qfg","jaguar","<p>ill</p>","null","","",""
"","null","html-keyboard-response","106","2.0.0","171882","p0kqwtb8qfg","jaguar","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","107","2.0.0","173386","p0kqwtb8qfg","jaguar","<p>stethoscope</p>","null","","",""
"","null","html-keyboard-response","108","2.0.0","174390","p0kqwtb8qfg","jaguar","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","109","2.0.0","175892","p0kqwtb8qfg","jaguar","<p>lawyer</p>","null","","",""
"","null","html-keyboard-response","110","2.0.0","176896","p0kqwtb8qfg","jaguar","<div style=""font-size:60px;"">+</div>","null","","",""
"","null","html-keyboard-response","111","2.0.0","178399","p0kqwtb8qfg","jaguar","<p>nurse</p>","null","","",""
